Index,Epoch 1 Loss,Epoch 2 Loss,Epoch 3 Loss,Epoch 4 Loss,Epoch 5 Loss,Epoch 6 Loss,Epoch 7 Loss,Epoch 8 Loss,Epoch 9 Loss,Epoch 10 Loss,Final Train Loss,Final Test Loss
0,0.02331466309260577,0.02289350749924779,0.02444389183074236,0.025315210688859224,0.026113127707503736,0.025544267031364143,0.023417171905748546,0.02285022265277803,0.02401574281975627,0.025527275749482214,0.38649466075003147,0.37645894661545753
